"concept","standard_name","similarity_score"
"emelongtermdebtandfinanceleaseliabilitiesnoncurrent","net income",0.528322440087146
"emelongtermdebtandfinanceleaseliabilitiesnoncurrent","net income",0.528322440087146
"emerentpaymentsinexcessoflevelizedrentexpenseunderplantoperatingleases","revenue",0.583862433862434
"emerentpaymentsinexcessoflevelizedrentexpenseunderplantoperatingleases","cash and cash equivalents",0.581746031746032
"emerentpaymentsinexcessoflevelizedrentexpenseunderplantoperatingleases","net income",0.577380952380952
"emetotalotherassetsnoncurrent","cash and cash equivalents",0.618295019157088
"emetotalotherassetsnoncurrent","net income",0.607040229885057
"emetotalotherassetsnoncurrent","revenue",0.575862068965517
"employeerelatedliabilitiescurrent","revenue",0.69023569023569
"employeerelatedliabilitiescurrent","cash and cash equivalents",0.664141414141414
"employeerelatedliabilitiescurrent","net income",0.554924242424242
"employeerelatedliabilitiescurrentandnoncurrent","revenue",0.652979066022544
"employeerelatedliabilitiescurrentandnoncurrent","cash and cash equivalents",0.62487922705314
"employeerelatedliabilitiescurrentandnoncurrent","net income",0.567632850241546
"energyrelatedinventory","revenue",0.631649831649832
"energyrelatedinventory","cash and cash equivalents",0.617424242424242
"energyrelatedinventory","net income",0.617424242424242
"eolscontingentroyaltyobligationpayabletorelatedpartycurrent","cash and cash equivalents",0.618879472693032
"eolscontingentroyaltyobligationpayabletorelatedpartycurrent","net income",0.603309120258273
"eolscontingentroyaltyobligationpayabletorelatedpartycurrent","revenue",0.578591606133979
"eolsrelatedpartyaccountspayablecurrent","cash and cash equivalents",0.577485380116959
"eolsrelatedpartyaccountspayablecurrent","revenue",0.577485380116959
"eolsrelatedpartyaccountspayablecurrent","net income",0.552923976608187
"eqtcontractassetnoncurrent","revenue",0.645299145299145
"eqtcontractassetnoncurrent","revenue",0.645299145299145
"eqtcontractassetnoncurrent","cash and cash equivalents",0.612179487179487
"eqtcontractassetnoncurrent","cash and cash equivalents",0.612179487179487
"eqtcontractassetnoncurrent","net income",0.597435897435897
"eqtcontractassetnoncurrent","net income",0.597435897435897
"eqtprepaidexpensesotherassetsandmarginrequirementswithcounterpartiescurrent","cash and cash equivalents",0.672222222222222
"eqtprepaidexpensesotherassetsandmarginrequirementswithcounterpartiescurrent","revenue",0.628796296296296
"eqtprepaidexpensesotherassetsandmarginrequirementswithcounterpartiescurrent","net income",0.587314814814815
"eqtunbilledreceivables","revenue",0.656986531986532
"eqtunbilledreceivables","cash and cash equivalents",0.648989898989899
"eqtunbilledreceivables","net income",0.581439393939394
"eqtunbilledreceivablescurrent","revenue",0.659961685823755
"eqtunbilledreceivablescurrent","cash and cash equivalents",0.621510673234811
"eqtunbilledreceivablescurrent","net income",0.557343550446999
"equitymethodinvestments","revenue",0.706521739130435
"equitymethodinvestments","cash and cash equivalents",0.664855072463768
"equitymethodinvestments","net income",0.586050724637681
"equitysecuritiesfvni","cash and cash equivalents",0.644444444444444
"equitysecuritiesfvni","revenue",0.611111111111111
"equitysecuritiesfvni","net income",0.580555555555556
"espraccruedclinicaldevelopmentcostscurrent","cash and cash equivalents",0.654761904761905
"espraccruedclinicaldevelopmentcostscurrent","cash and cash equivalents",0.654761904761905
"espraccruedclinicaldevelopmentcostscurrent","revenue",0.583333333333333
"espraccruedclinicaldevelopmentcostscurrent","revenue",0.583333333333333
"espraccruedclinicaldevelopmentcostscurrent","net income",0.563492063492063
"espraccruedclinicaldevelopmentcostscurrent","net income",0.563492063492063
"espraccruedliabilitiesandemployeerelatedliabilitiescurrent","revenue",0.618374840357599
"espraccruedliabilitiesandemployeerelatedliabilitiescurrent","cash and cash equivalents",0.598659003831418
"espraccruedliabilitiesandemployeerelatedliabilitiescurrent","net income",0.525834438549956
"esproperatingleaserightofuseassetcurrent","cash and cash equivalents",0.619444444444444
"esproperatingleaserightofuseassetcurrent","cash and cash equivalents",0.619444444444444
"esproperatingleaserightofuseassetcurrent","revenue",0.583333333333333
"esproperatingleaserightofuseassetcurrent","revenue",0.583333333333333
"esproperatingleaserightofuseassetcurrent","net income",0.583333333333333
"esproperatingleaserightofuseassetcurrent","net income",0.583333333333333
"esproperatingleaserightofuseassetnoncurrent","cash and cash equivalents",0.622351421188631
"esproperatingleaserightofuseassetnoncurrent","cash and cash equivalents",0.622351421188631
"esproperatingleaserightofuseassetnoncurrent","revenue",0.586821705426357
"esproperatingleaserightofuseassetnoncurrent","revenue",0.586821705426357
"esproperatingleaserightofuseassetnoncurrent","net income",0.586821705426357
"esproperatingleaserightofuseassetnoncurrent","net income",0.586821705426357
"esprotherprepaidexpenseandassetscurrent","cash and cash equivalents",0.688034188034188
"esprotherprepaidexpenseandassetscurrent","revenue",0.572446072446072
"esprotherprepaidexpenseandassetscurrent","net income",0.554273504273504
"esprprepaidclinicaldevelopmentcostscurrent","cash and cash equivalents",0.621428571428571
"esprprepaidclinicaldevelopmentcostscurrent","cash and cash equivalents",0.621428571428571
"esprprepaidclinicaldevelopmentcostscurrent","revenue",0.583333333333333
"esprprepaidclinicaldevelopmentcostscurrent","revenue",0.583333333333333
"esprprepaidclinicaldevelopmentcostscurrent","net income",0.574404761904762
"esprprepaidclinicaldevelopmentcostscurrent","net income",0.574404761904762
"esprrevenueinterestliabilitycurrent","cash and cash equivalents",0.665873015873016
"esprrevenueinterestliabilitycurrent","revenue",0.572222222222222
"esprrevenueinterestliabilitycurrent","net income",0.571428571428572
"esprrevenueinterestliabilitynoncurrent","cash and cash equivalents",0.66812865497076
"esprrevenueinterestliabilitynoncurrent","revenue",0.596881091617934
"esprrevenueinterestliabilitynoncurrent","net income",0.562280701754386
"facustomerlistsnet","revenue",0.701058201058201
"facustomerlistsnet","cash and cash equivalents",0.603240740740741
"facustomerlistsnet","net income",0.58974358974359
"fatradenamenet","revenue",0.650793650793651
"fatradenamenet","cash and cash equivalents",0.623015873015873
"fatradenamenet","net income",0.58994708994709
"ficoprepaidexpensesandothercurrentassets","cash and cash equivalents",0.683333333333333
"ficoprepaidexpensesandothercurrentassets","revenue",0.618518518518519
"ficoprepaidexpensesandothercurrentassets","net income",0.552314814814815
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","revenue",0.550108932461874
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","revenue",0.550108932461874
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","cash and cash equivalents",0.515334338863751
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","cash and cash equivalents",0.515334338863751
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","net income",0.503962418300654
"ficopropertyplantandequipmentandfinanceleaserightofuseassetafteraccumulateddepreciationandamortization","net income",0.503962418300654
"ficoshorttermloanseniornotescurrent","cash and cash equivalents",0.59047619047619
"ficoshorttermloanseniornotescurrent","net income",0.59047619047619
"ficoshorttermloanseniornotescurrent","revenue",0.521428571428571
"filallowanceforestimatedlosses","cash and cash equivalents",0.588888888888889
"filallowanceforestimatedlosses","revenue",0.556746031746032
"filallowanceforestimatedlosses","net income",0.527777777777778
"fillessallowancefordoubtfulaccounts","cash and cash equivalents",0.59702380952381
"fillessallowancefordoubtfulaccounts","revenue",0.56991341991342
"fillessallowancefordoubtfulaccounts","net income",0.566666666666667
"filnonperformingnotesandinterestreceivable","cash and cash equivalents",0.58234126984127
"filnonperformingnotesandinterestreceivable","net income",0.58234126984127
"filnonperformingnotesandinterestreceivable","revenue",0.569444444444445
"filnotesandinterestpayable","cash and cash equivalents",0.670940170940171
"filnotesandinterestpayable","revenue",0.58974358974359
"filnotesandinterestpayable","net income",0.503663003663004
"filnotesrelatedtoassetsheldforsale","cash and cash equivalents",0.578758169934641
"filnotesrelatedtoassetsheldforsale","net income",0.567401960784314
"filnotesrelatedtoassetsheldforsale","revenue",0.557598039215686
"filnotesrelatedtosubjecttosalescontracts","revenue",0.544444444444445
"filnotesrelatedtosubjecttosalescontracts","net income",0.543181818181818
"filnotesrelatedtosubjecttosalescontracts","cash and cash equivalents",0.533333333333333
"filperformingnotesandinterestreceivable","cash and cash equivalents",0.598290598290598
"filperformingnotesandinterestreceivable","net income",0.598290598290598
"filperformingnotesandinterestreceivable","revenue",0.58974358974359
"filpreferredstockserieskvalue","cash and cash equivalents",0.620689655172414
"filpreferredstockserieskvalue","net income",0.557343550446999
"filpreferredstockserieskvalue","revenue",0.536590038314176
"filrealestateheldforsaleatcost","cash and cash equivalents",0.716666666666667
"filrealestateheldforsaleatcost","revenue",0.611111111111111
"filrealestateheldforsaleatcost","net income",0.611111111111111
"filrealestatesubjecttosalescontractsatcostnet","cash and cash equivalents",0.622222222222222
"filrealestatesubjecttosalescontractsatcostnet","net income",0.616666666666667
"filrealestatesubjecttosalescontractsatcostnet","revenue",0.588888888888889
"filstocksecurednotespayable","cash and cash equivalents",0.617283950617284
"filstocksecurednotespayable","net income",0.535185185185185
"filstocksecurednotespayable","revenue",0.534722222222222
"filtotalnotesandinterestreceivable","cash and cash equivalents",0.588235294117647
"filtotalnotesandinterestreceivable","net income",0.588235294117647
"filtotalnotesandinterestreceivable","revenue",0.565087145969499
"financeleaseliabilitycurrent","revenue",0.711640211640212
"financeleaseliabilitycurrent","cash and cash equivalents",0.591269841269841
"financeleaseliabilitycurrent","net income",0.564814814814815
"financeleaseliabilitynoncurrent","revenue",0.686977299880526
"financeleaseliabilitynoncurrent","net income",0.575183478409285
"financeleaseliabilitynoncurrent","cash and cash equivalents",0.567588325652842
"financeleaserightofuseasset","revenue",0.592592592592593
"financeleaserightofuseasset","cash and cash equivalents",0.567426400759734
"financeleaserightofuseasset","net income",0.522959059190943
"financialinstrumentsownedandnotpledgedatfairvalue","cash and cash equivalents",0.590986394557823
"financialinstrumentsownedandnotpledgedatfairvalue","revenue",0.580120937263794
"financialinstrumentsownedandnotpledgedatfairvalue","net income",0.557823129251701
"financialinstrumentsownedandpledgedascollateralatfairvalue","cash and cash equivalents",0.574849480021894
"financialinstrumentsownedandpledgedascollateralatfairvalue","revenue",0.544300766283525
"financialinstrumentsownedandpledgedascollateralatfairvalue","net income",0.514367816091954
"financialinstrumentsownedatfairvalue","cash and cash equivalents",0.680555555555556
"financialinstrumentsownedatfairvalue","revenue",0.611111111111111
"financialinstrumentsownedatfairvalue","net income",0.568783068783069
"financialinstrumentssoldnotyetpurchasedatfairvalue","net income",0.58952380952381
"financialinstrumentssoldnotyetpurchasedatfairvalue","cash and cash equivalents",0.573333333333333
"financialinstrumentssoldnotyetpurchasedatfairvalue","revenue",0.541144781144781
"financingreceivable","cash and cash equivalents",0.714912280701754
"financingreceivable","revenue",0.697368421052632
"financingreceivable","net income",0.577040427154844
"financingreceivableallowanceforcreditlosses","cash and cash equivalents",0.675526024363234
"financingreceivableallowanceforcreditlosses","revenue",0.655684754521964
"financingreceivableallowanceforcreditlosses","net income",0.564784053156146
"financingreceivablerecordedinvestmentpastdue","cash and cash equivalents",0.691919191919192
"financingreceivablerecordedinvestmentpastdue","revenue",0.624579124579125
"financingreceivablerecordedinvestmentpastdue","net income",0.546969696969697
"finitelivedintangibleassetsnet","cash and cash equivalents",0.609722222222222
"finitelivedintangibleassetsnet","net income",0.609722222222222
"finitelivedintangibleassetsnet","revenue",0.578306878306878
"foreclosedassets","cash and cash equivalents",0.659722222222222
"foreclosedassets","net income",0.659722222222222
"foreclosedassets","revenue",0.575
"frxbcommonstockvalueone","cash and cash equivalents",0.627214170692432
"frxbcommonstockvalueone","net income",0.627214170692432
"frxbcommonstockvalueone","revenue",0.59399386845039
"fundsheldforclients","revenue",0.616959064327485
"fundsheldforclients","cash and cash equivalents",0.610380116959064
"fundsheldforclients","net income",0.575292397660819
"furnitureandfixturesgross","cash and cash equivalents",0.723333333333333
"furnitureandfixturesgross","net income",0.6625
"furnitureandfixturesgross","revenue",0.594444444444444
"goodfaithandmargindepositswithbrokerdealers","revenue",0.667220376522702
"goodfaithandmargindepositswithbrokerdealers","cash and cash equivalents",0.605671154630763
"goodfaithandmargindepositswithbrokerdealers","net income",0.547480620155039
"goodwill","cash and cash equivalents",1
"goodwill","cash and cash equivalents",1
"goodwill","revenue",1
"goodwill","net income",1
"gtacaccruedofferingcostscurrent","cash and cash equivalents",0.587193272677144
"gtacaccruedofferingcostscurrent","net income",0.568040621266428
"gtacaccruedofferingcostscurrent","revenue",0.532855436081243
"gtacdeferredofferingcostsnoncurrent","cash and cash equivalents",0.624175824175824
"gtacdeferredofferingcostsnoncurrent","net income",0.620833333333333
"gtacdeferredofferingcostsnoncurrent","revenue",0.548412698412698
"gtacdeferredunderwritingcompensationnoncurrent","cash and cash equivalents",0.62487922705314
"gtacdeferredunderwritingcompensationnoncurrent","cash and cash equivalents",0.62487922705314
"gtacdeferredunderwritingcompensationnoncurrent","revenue",0.564412238325282
"gtacdeferredunderwritingcompensationnoncurrent","revenue",0.564412238325282
"gtacdeferredunderwritingcompensationnoncurrent","net income",0.502536231884058
"gtacdeferredunderwritingcompensationnoncurrent","net income",0.502536231884058
"gtacduetoinvestorcurrent","revenue",0.582671957671958
"gtacduetoinvestorcurrent","cash and cash equivalents",0.556623931623932
"gtacduetoinvestorcurrent","net income",0.534722222222222
"hcpaccruedexpensesandothercurrentliabilities","cash and cash equivalents",0.734848484848485
"hcpaccruedexpensesandothercurrentliabilities","revenue",0.562079124579125
"hcpaccruedexpensesandothercurrentliabilities","net income",0.486868686868687
"heldtomaturitysecurities","cash and cash equivalents",0.591666666666667
"heldtomaturitysecurities","revenue",0.571296296296296
"heldtomaturitysecurities","net income",0.54265873015873
"heldtomaturitysecuritiesfairvalue","cash and cash equivalents",0.610606060606061
"heldtomaturitysecuritiesfairvalue","revenue",0.606060606060606
"heldtomaturitysecuritiesfairvalue","net income",0.523989898989899
"hrowinvestmentsandothernoncurrentassetsone","cash and cash equivalents",0.660714285714286
"hrowinvestmentsandothernoncurrentassetsone","net income",0.660714285714286
"hrowinvestmentsandothernoncurrentassetsone","revenue",0.538359788359788
"hrtxaccruedclinicalliabilities","cash and cash equivalents",0.677777777777778
"hrtxaccruedclinicalliabilities","cash and cash equivalents",0.677777777777778
"hrtxaccruedclinicalliabilities","revenue",0.636111111111111
"hrtxaccruedclinicalliabilities","revenue",0.636111111111111
"hrtxaccruedclinicalliabilities","net income",0.588888888888889
"hrtxaccruedclinicalliabilities","net income",0.588888888888889
"hrtxconvertiblenotespayablerelatedpartiescurrent","revenue",0.631283068783069
"hrtxconvertiblenotespayablerelatedpartiescurrent","revenue",0.631283068783069
"hrtxconvertiblenotespayablerelatedpartiescurrent","cash and cash equivalents",0.569444444444445
"hrtxconvertiblenotespayablerelatedpartiescurrent","cash and cash equivalents",0.569444444444445
"hrtxconvertiblenotespayablerelatedpartiescurrent","net income",0.526388888888889
"hrtxconvertiblenotespayablerelatedpartiescurrent","net income",0.526388888888889
"hunmemberscapitalvalue","revenue",0.676767676767677
"hunmemberscapitalvalue","cash and cash equivalents",0.553535353535354
"hunmemberscapitalvalue","net income",0.542346542346542
"hunreceivablesassociatedwithlegalsettlementcurrent","cash and cash equivalents",0.626666666666667
"hunreceivablesassociatedwithlegalsettlementcurrent","cash and cash equivalents",0.626666666666667
"hunreceivablesassociatedwithlegalsettlementcurrent","revenue",0.56962962962963
"hunreceivablesassociatedwithlegalsettlementcurrent","revenue",0.56962962962963
"hunreceivablesassociatedwithlegalsettlementcurrent","net income",0.525555555555556
"hunreceivablesassociatedwithlegalsettlementcurrent","net income",0.525555555555556
"ibkrotherassetsbs","cash and cash equivalents",0.71078431372549
"ibkrotherassetsbs","net income",0.615686274509804
"ibkrotherassetsbs","revenue",0.568576784719056
"ibkrotherpayables","revenue",0.597494553376906
"ibkrotherpayables","revenue",0.597494553376906
"ibkrotherpayables","cash and cash equivalents",0.593954248366013
"ibkrotherpayables","cash and cash equivalents",0.593954248366013
"ibkrotherpayables","net income",0.555500166168162
"ibkrotherpayables","net income",0.555500166168162
"ibkrpayabletoaffiliate","revenue",0.698653198653199
"ibkrpayabletoaffiliate","cash and cash equivalents",0.669823232323232
"ibkrpayabletoaffiliate","net income",0.605194805194805
"ibkrreceivablesfromcustomernet","cash and cash equivalents",0.609722222222222
"ibkrreceivablesfromcustomernet","cash and cash equivalents",0.609722222222222
"ibkrreceivablesfromcustomernet","net income",0.609722222222222
"ibkrreceivablesfromcustomernet","net income",0.609722222222222
"ibkrreceivablesfromcustomernet","revenue",0.538888888888889
"ibkrreceivablesfromcustomernet","revenue",0.538888888888889
"ibkrreceivablesfromcustomersnet","cash and cash equivalents",0.612231182795699
"ibkrreceivablesfromcustomersnet","net income",0.612231182795699
"ibkrreceivablesfromcustomersnet","revenue",0.541039426523298
"ibkrreceivablesnet","revenue",0.666666666666667
"ibkrreceivablesnet","revenue",0.666666666666667
"ibkrreceivablesnet","net income",0.59730069052103
"ibkrreceivablesnet","net income",0.59730069052103
"ibkrreceivablesnet","cash and cash equivalents",0.579202279202279
"ibkrreceivablesnet","cash and cash equivalents",0.579202279202279
"ibkrsecuritiesborrowedgrossaftereffectsofmasternettingarrangements","revenue",0.603030303030303
"ibkrsecuritiesborrowedgrossaftereffectsofmasternettingarrangements","net income",0.603030303030303
"ibkrsecuritiesborrowedgrossaftereffectsofmasternettingarrangements","cash and cash equivalents",0.600378787878788
"ibkrsecuritiesloanedgrossaftereffectsofmasternettingarrangements","net income",0.570833333333333
"ibkrsecuritiesloanedgrossaftereffectsofmasternettingarrangements","revenue",0.534722222222222
"ibkrsecuritiesloanedgrossaftereffectsofmasternettingarrangements","cash and cash equivalents",0.531723484848485
"immybusinessacquisitioncontingentacquiredobligationsliabilities","cash and cash equivalents",0.648809523809524
"immybusinessacquisitioncontingentacquiredobligationsliabilities","revenue",0.621693121693122
"immybusinessacquisitioncontingentacquiredobligationsliabilities","net income",0.603174603174603
"immydeferredacquisitionobligationandaccruedinterestcurrent","revenue",0.551259723673517
"immydeferredacquisitionobligationandaccruedinterestcurrent","cash and cash equivalents",0.534195402298851
"immydeferredacquisitionobligationandaccruedinterestcurrent","net income",0.489856567442774
"immydeferredacquisitionobligationnoncurrent","revenue",0.604298801973221
"immydeferredacquisitionobligationnoncurrent","cash and cash equivalents",0.55754737295435
"immydeferredacquisitionobligationnoncurrent","net income",0.497039190353144
"incentivefromlessor","cash and cash equivalents",0.593233082706767
"incentivefromlessor","net income",0.575605680868839
"incentivefromlessor","revenue",0.573391812865497
"incometaxesreceivable","cash and cash equivalents",0.718253968253968
"incometaxesreceivable","revenue",0.581746031746032
"incometaxesreceivable","net income",0.561171643798762
"incometaxreceivable","cash and cash equivalents",0.714912280701754
"incometaxreceivable","revenue",0.652046783625731
"incometaxreceivable","net income",0.547900954234585
"incydeferredcollaborativeagreementsrevenuecurrent","cash and cash equivalents",0.625850340136054
"incydeferredcollaborativeagreementsrevenuecurrent","revenue",0.563454270597128
"incydeferredcollaborativeagreementsrevenuecurrent","net income",0.508944924123496
"incydeferredcollaborativeagreementsrevenuenoncurrent","cash and cash equivalents",0.628205128205128
"incydeferredcollaborativeagreementsrevenuenoncurrent","revenue",0.567378917378917
"incydeferredcollaborativeagreementsrevenuenoncurrent","net income",0.515224358974359
"incyinprocessresearchanddevelopmentintangibleassets","cash and cash equivalents",0.627450980392157
"incyinprocessresearchanddevelopmentintangibleassets","revenue",0.533769063180828
"incyinprocessresearchanddevelopmentintangibleassets","net income",0.51711972667855
"incyintangibleandotherassetsnet","cash and cash equivalents",0.67921146953405
"incyintangibleandotherassetsnet","revenue",0.640681003584229
"incyintangibleandotherassetsnet","net income",0.591397849462366
"indefinitelivedintangibleassetsexcludinggoodwill","revenue",0.625
"indefinitelivedintangibleassetsexcludinggoodwill","cash and cash equivalents",0.611111111111111
"indefinitelivedintangibleassetsexcludinggoodwill","net income",0.567189754689755
"indefinitelivedtradenames","cash and cash equivalents",0.684761904761905
"indefinitelivedtradenames","revenue",0.627222222222222
"indefinitelivedtradenames","net income",0.572777777777778
"intangibleassetsgrossexcludinggoodwill","cash and cash equivalents",0.600146198830409
"intangibleassetsgrossexcludinggoodwill","net income",0.572681704260652
"intangibleassetsgrossexcludinggoodwill","revenue",0.529866332497911
"intangibleassetsnetexcludinggoodwill","revenue",0.648148148148148
"intangibleassetsnetexcludinggoodwill","cash and cash equivalents",0.601851851851852
"intangibleassetsnetexcludinggoodwill","net income",0.592592592592593
"intangibleassetsnetincludinggoodwill","revenue",0.648148148148148
"intangibleassetsnetincludinggoodwill","cash and cash equivalents",0.601851851851852
"intangibleassetsnetincludinggoodwill","net income",0.592592592592593
"interestanddividendspayablecurrent","cash and cash equivalents",0.730392156862745
"interestanddividendspayablecurrent","revenue",0.63562091503268
"interestanddividendspayablecurrent","net income",0.546732026143791
"interestpayablecurrent","revenue",0.676767676767677
"interestpayablecurrent","cash and cash equivalents",0.578282828282828
"interestpayablecurrent","net income",0.537121212121212
"interestpayablecurrentandnoncurrent","cash and cash equivalents",0.642460317460318
"interestpayablecurrentandnoncurrent","revenue",0.60952380952381
"interestpayablecurrentandnoncurrent","revenue",0.60952380952381
"interestpayablecurrentandnoncurrent","net income",0.514935064935065
"interestreceivable","revenue",0.666666666666667
"interestreceivable","net income",0.622222222222222
"interestreceivable","cash and cash equivalents",0.606481481481482
"inventoryfinishedgoods","cash and cash equivalents",0.71969696969697
"inventoryfinishedgoods","net income",0.589646464646465
"inventoryfinishedgoods","revenue",0.542087542087542
"inventoryfinishedgoodsnetofreserves","cash and cash equivalents",0.595634920634921
"inventoryfinishedgoodsnetofreserves","net income",0.595634920634921
"inventoryfinishedgoodsnetofreserves","revenue",0.548412698412698
"inventorynet","revenue",0.740740740740741
"inventorynet","cash and cash equivalents",0.694444444444444
"inventorynet","net income",0.58531746031746
"inventorynoncurrent","cash and cash equivalents",0.679824561403509
"inventorynoncurrent","revenue",0.669590643274854
"inventorynoncurrent","net income",0.584586466165414
"inventoryorestockpilesonleachpads","cash and cash equivalents",0.544191919191919
"inventoryorestockpilesonleachpads","revenue",0.53030303030303
"inventoryorestockpilesonleachpads","net income",0.507323232323232
"inventoryrawmaterials","revenue",0.695767195767196
"inventoryrawmaterials","cash and cash equivalents",0.660714285714286
"inventoryrawmaterials","net income",0.526404151404152
"inventoryrawmaterialsnetofreserves","revenue",0.63562091503268
"inventoryrawmaterialsnetofreserves","cash and cash equivalents",0.58578431372549
"inventoryrawmaterialsnetofreserves","net income",0.499387254901961
"inventoryworkinprocess","cash and cash equivalents",0.589646464646465
"inventoryworkinprocess","net income",0.589646464646465
"inventoryworkinprocess","revenue",0.582251082251082
"inventoryworkinprocessandrawmaterialsnetofreserves","revenue",0.564814814814815
"inventoryworkinprocessandrawmaterialsnetofreserves","cash and cash equivalents",0.558333333333333
"inventoryworkinprocessandrawmaterialsnetofreserves","net income",0.522010582010582
"inventoryworkinprocessnetofreserves","cash and cash equivalents",0.571428571428572
"inventoryworkinprocessnetofreserves","net income",0.569642857142857
"inventoryworkinprocessnetofreserves","revenue",0.565608465608466
"investments","cash and cash equivalents",1
"investments","net income",0.624368686868687
"investments","revenue",0.55050505050505
"investmentsandothernoncurrentassets","cash and cash equivalents",0.624206349206349
"investmentsandothernoncurrentassets","net income",0.623412698412698
"investmentsandothernoncurrentassets","revenue",0.613227513227513
"investmentsinaffiliatessubsidiariesassociatesandjointventures","cash and cash equivalents",0.691939890710383
"investmentsinaffiliatessubsidiariesassociatesandjointventures","revenue",0.606102003642987
"investmentsinaffiliatessubsidiariesassociatesandjointventures","net income",0.583469353961157
"ittasbestosrelatedassets","cash and cash equivalents",0.652777777777778
"ittasbestosrelatedassets","cash and cash equivalents",0.652777777777778
"ittasbestosrelatedassets","net income",0.571825396825397
"ittasbestosrelatedassets","net income",0.571825396825397
"ittasbestosrelatedassets","revenue",0.566468253968254
"ittasbestosrelatedassets","revenue",0.566468253968254
"ittasbestosrelatedliabilities","cash and cash equivalents",0.659961685823755
"ittasbestosrelatedliabilities","net income",0.579885057471264
"ittasbestosrelatedliabilities","revenue",0.575624885969714
"ittpensionandotherpostretirementandpostemploymentbenefitplansliabilitiescurrent","cash and cash equivalents",0.587594936708861
"ittpensionandotherpostretirementandpostemploymentbenefitplansliabilitiescurrent","net income",0.537320625928221
"ittpensionandotherpostretirementandpostemploymentbenefitplansliabilitiescurrent","revenue",0.532911392405063
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","cash and cash equivalents",0.566791044776119
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","cash and cash equivalents",0.566791044776119
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","revenue",0.526865671641791
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","revenue",0.526865671641791
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","net income",0.526865671641791
"ivzaccountsreceivableandotherassetsofconsolidatedinvestmentproducts","net income",0.526865671641791
"ivzaccountsreceivableofconsolidatedinvestmentproducts","cash and cash equivalents",0.548218029350105
"ivzaccountsreceivableofconsolidatedinvestmentproducts","cash and cash equivalents",0.548218029350105
"ivzaccountsreceivableofconsolidatedinvestmentproducts","net income",0.545223120694819
"ivzaccountsreceivableofconsolidatedinvestmentproducts","net income",0.545223120694819
"ivzaccountsreceivableofconsolidatedinvestmentproducts","revenue",0.51912997903564
"ivzaccountsreceivableofconsolidatedinvestmentproducts","revenue",0.51912997903564
"ivzassetsofconsolidatedsponsoredinvestmentproducts","cash and cash equivalents",0.559047619047619
"ivzassetsofconsolidatedsponsoredinvestmentproducts","net income",0.541666666666667
"ivzassetsofconsolidatedsponsoredinvestmentproducts","revenue",0.528571428571429
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","cash and cash equivalents",0.574683235867446
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","cash and cash equivalents",0.574683235867446
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","net income",0.550960735171262
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","net income",0.550960735171262
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","revenue",0.550334168755221
"ivzcashandcashequivalentsofconsolidatedinvestmentproducts","revenue",0.550334168755221
"ivzcurrentdebtofconsolidatedinvestmentproducts","cash and cash equivalents",0.555434782608696
"ivzcurrentdebtofconsolidatedinvestmentproducts","revenue",0.534767969550578
"ivzcurrentdebtofconsolidatedinvestmentproducts","net income",0.504710144927536
"ivzdeferredtaxliabilitynoncurrent","revenue",0.65959595959596
"ivzdeferredtaxliabilitynoncurrent","revenue",0.65959595959596
"ivzdeferredtaxliabilitynoncurrent","net income",0.65959595959596
"ivzdeferredtaxliabilitynoncurrent","net income",0.65959595959596
"ivzdeferredtaxliabilitynoncurrent","cash and cash equivalents",0.590909090909091
"ivzdeferredtaxliabilitynoncurrent","cash and cash equivalents",0.590909090909091
"ivzinvestmentsforconsolidatedinvestmentproductscurrent","cash and cash equivalents",0.596450617283951
"ivzinvestmentsforconsolidatedinvestmentproductscurrent","net income",0.596450617283951
"ivzinvestmentsforconsolidatedinvestmentproductscurrent","revenue",0.540895061728395
"ivzinvestmentsofconsolidatedinvestmentproducts","cash and cash equivalents",0.567028985507246
"ivzinvestmentsofconsolidatedinvestmentproducts","cash and cash equivalents",0.567028985507246
"ivzinvestmentsofconsolidatedinvestmentproducts","net income",0.567028985507246
"ivzinvestmentsofconsolidatedinvestmentproducts","net income",0.567028985507246
"ivzinvestmentsofconsolidatedinvestmentproducts","revenue",0.564354727398206
"ivzinvestmentsofconsolidatedinvestmentproducts","revenue",0.564354727398206
"ivzlongtermdebtofconsolidatedinvestmentproducts","cash and cash equivalents",0.565286220871327
"ivzlongtermdebtofconsolidatedinvestmentproducts","cash and cash equivalents",0.565286220871327
